"","V10B01-085_A1","V10B01-085_B1","V10B01-085_C1","V10B01-085_D1","V10B01-086_A1","V10B01-086_B1","V10B01-086_C1","V10B01-086_D1","V11A20-297_A1","V11A20-297_B1","V11A20-297_C1","V11A20-297_D1","V11L05-333_A1","V11L05-333_B1","V11L05-333_C1","V11L05-333_D1","V11L05-335_A1","V11L05-335_B1","V11L05-335_C1","V11L05-335_D1","V11L05-336_A1","V11L05-336_B1","V11L05-336_C1","V11L05-336_D1","V11U08-081_A1","V11U08-081_B1","V11U08-081_C1","V11U08-081_D1","V11U08-084_A1","V11U08-084_B1","V11U08-084_C1","V11U08-084_D1","V12F14-051_A1","V12F14-051_B1","V12F14-051_C1","V12F14-051_D1"
"ENSG00000117614",5691,NA,3591,4531,NA,NA,NA,NA,NA,NA,NA,NA,NA,3467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000117616",2794,NA,3089,5565,NA,NA,NA,2919,2922,NA,NA,NA,2783,1829,3299,1873,NA,NA,NA,NA,1500,NA,NA,NA,1056,1152,2394,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000183726",4948,2768,3795,4616,NA,NA,NA,2944,2326,3344,NA,NA,3227,3074,3307,2581,1775,NA,2093,NA,2580,NA,NA,NA,NA,1787,1873,2642,NA,NA,2132,NA,3179,3098,1709,2490
"ENSG00000117643",3198,NA,NA,NA,NA,NA,NA,NA,1389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000162430",5455,NA,3645,6014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2709,NA,NA,NA
"ENSG00000117640",2439,2989,4880,3434,NA,NA,2045,2947,2573,2592,NA,NA,2866,3460,2872,2042,NA,1778,1870,NA,2104,1947,NA,NA,2115,2001,3876,2374,NA,NA,NA,NA,2027,1845,1956,1864
"ENSG00000117632",1297,190,358,709,516,79,191,1363,369,456,492,207,547,415,247,177,752,735,490,430,517,231,218,193,167,430,1951,159,277,457,317,634,701,1139,1223,600
"ENSG00000158008",1840,NA,786,1139,NA,NA,1111,NA,2289,NA,NA,NA,1708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1576,NA,NA,NA,NA,NA,2062,NA,NA,NA
"ENSG00000142684",2185,NA,NA,4718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000142669",182,842,3114,799,1192,406,951,1087,1077,1187,1291,1869,673,1597,337,893,688,416,432,692,782,670,434,537,1002,1065,1550,1062,1351,755,927,1066,794,799,985,388
"ENSG00000117682",5026,NA,NA,3332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000198830",2681,1535,1891,1467,1104,1107,2973,2638,927,2155,1468,863,1759,1204,2689,749,1478,1936,1060,1093,760,1508,759,865,1066,681,2699,3349,2101,NA,1399,1339,1654,2070,1995,1564
"ENSG00000117713",5071,3457,4651,4775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2982,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000204160",2763,NA,NA,3551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000090273",5815,3375,3113,4538,2548,1396,2503,2735,2793,3081,2048,1987,2376,2722,1308,1760,2028,2138,2096,NA,2187,2235,NA,NA,2074,3276,3949,3114,2139,NA,2010,1965,3191,2173,2538,2308
"ENSG00000253368",2693,2132,1959,1172,NA,NA,1220,NA,2293,957,NA,NA,524,2829,506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1376,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000090020",5332,NA,NA,2161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000142784",5598,NA,4618,3956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000186501",5856,3311,3233,3883,2555,1597,2809,3078,2241,3036,2024,NA,3551,3154,2770,2726,NA,NA,NA,NA,NA,2161,NA,NA,NA,2618,2098,3412,NA,NA,NA,NA,2582,2673,2478,2997
"ENSG00000158195",NA,NA,2167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000126705",4783,NA,3214,4080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000126709",178,2047,1335,1503,2283,1782,794,2097,759,838,1580,2025,2346,1076,1678,693,304,1488,419,877,245,209,243,278,728,814,2124,2123,984,NA,1854,1730,437,546,338,483
"ENSG00000117758",2373,2700,3698,3747,2258,1253,2441,2873,2969,3273,2031,2169,3833,3879,3211,NA,1807,1334,NA,NA,2314,2163,NA,NA,NA,3272,2351,2154,1612,NA,NA,NA,1968,2696,2488,2744
"ENSG00000117751",1809,NA,NA,5573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000117748",5387,NA,3094,3473,NA,NA,2273,1476,2069,2619,NA,NA,2988,2680,2734,NA,1313,1517,1489,NA,NA,NA,NA,NA,NA,2838,1672,1797,NA,NA,NA,NA,2922,2339,NA,NA
"ENSG00000126698",2818,2362,4217,3646,2209,2028,2509,2671,3504,3535,1961,NA,3166,4072,1492,2236,NA,2099,NA,NA,2684,2253,NA,NA,2152,3259,3654,3355,1985,NA,NA,NA,2767,2516,2762,2703
"ENSG00000130770",719,1030,734,489,492,249,480,989,407,404,432,567,90,329,87,210,496,232,200,246,764,373,287,203,333,421,1170,567,372,508,427,1205,384,275,535,404
"ENSG00000198492",2487,3142,3993,2289,NA,NA,NA,NA,2528,2505,NA,NA,2825,4188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2168,2691,NA,NA,NA,NA,NA,NA,NA,2444
"ENSG00000116350",3401,NA,NA,4114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000116353",NA,NA,NA,3232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2129,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000060656",1541,NA,NA,1349,NA,NA,NA,1902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1438,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000162511",3142,NA,1535,3861,NA,NA,NA,NA,NA,1552,563,1760,NA,4389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000162512",5002,1569,2365,2651,1677,1518,2481,2875,2550,3101,1417,2234,2831,3070,2775,2375,NA,NA,NA,NA,1397,2160,NA,NA,2141,1959,3819,3334,NA,NA,NA,NA,1125,2499,1118,1807
"ENSG00000134644",3356,1189,1594,2493,1509,1406,1853,1487,1685,2560,1790,NA,2637,2301,1728,1995,1190,1597,1475,NA,1281,1496,NA,NA,1371,1034,1450,2971,895,NA,1467,NA,1429,1161,1090,1068
"ENSG00000121766",3457,2189,2673,2837,2164,1334,1520,2076,1912,2356,NA,NA,3505,1951,2061,2075,NA,NA,1544,NA,1546,NA,NA,NA,1463,835,2404,2025,1376,NA,1441,NA,2791,1259,1912,1390
"ENSG00000121769",909,914,1457,253,812,398,464,915,420,131,543,819,272,374,321,303,367,56,86,53,327,358,163,177,366,413,1279,559,550,NA,327,622,211,173,422,448
"ENSG00000142910",NA,NA,346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000162517",4826,NA,3412,3168,NA,NA,2092,1355,2813,2180,NA,NA,2672,2289,2411,1893,1436,1479,882,NA,1686,2184,NA,NA,NA,1267,1899,2358,NA,NA,NA,NA,1655,1102,2025,1987
"ENSG00000084636",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1091,NA,1629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000121753",824,251,521,269,452,616,232,157,451,380,383,237,685,256,1052,542,226,519,440,401,338,390,425,415,297,342,138,358,566,175,336,259,287,256,253,439
"ENSG00000184007",2768,846,1093,1290,786,742,777,674,1296,1145,692,426,549,815,1899,942,1212,1802,NA,781,1748,1152,NA,NA,2114,1623,2841,325,1312,NA,1115,1409,1816,2581,1946,2985
"ENSG00000121774",3814,3165,3864,4740,2334,1760,2610,2560,1833,3375,1984,1812,3988,2611,2906,2565,1423,1852,2109,NA,1569,NA,NA,NA,1543,1311,2408,2540,1374,NA,NA,NA,2044,1567,1698,1326
"ENSG00000084652",3402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000084623",1422,2824,3285,4288,2202,1893,1984,2706,1614,2642,1356,2054,2789,2848,1988,2606,NA,1832,1862,NA,2678,1732,NA,NA,1940,3292,1130,2355,1689,NA,1837,1971,2381,2341,2132,2479
"ENSG00000175130",561,195,137,139,137,189,2111,599,445,193,395,89,82,175,644,128,825,942,1108,103,187,225,144,304,1505,1448,807,676,930,402,310,491,710,1652,889,1139
"ENSG00000160058",3343,NA,4951,3774,NA,NA,2870,NA,1660,3307,NA,NA,NA,3128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1668,2754,NA,NA,NA,NA,NA,2693,2252,NA,3041
"ENSG00000176261",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000162521",3139,3550,4962,4406,2587,NA,2391,2899,3550,3542,NA,NA,3677,4186,3281,2747,NA,NA,NA,NA,NA,NA,NA,NA,2185,1984,3434,3126,2026,NA,2005,NA,3212,2621,NA,3084
"ENSG00000134684",3408,1793,2523,1787,2064,1367,1122,869,1903,1222,1126,1149,1830,2282,1213,2508,NA,1181,2036,NA,1604,1305,NA,NA,1828,2814,871,1158,NA,NA,1510,NA,1342,1316,1033,1525
"ENSG00000160097",NA,NA,NA,NA,NA,NA,NA,NA,NA,1396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000121905",451,150,778,83,250,449,177,33,32,15,86,13,67,21,83,41,25,38,40,35,19,11,22,27,65,92,42,38,107,25,28,67,16,29,18,28
"ENSG00000121900",NA,NA,NA,5297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000116514",5406,NA,NA,5265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000004455",NA,NA,3684,3604,NA,NA,NA,NA,NA,NA,NA,NA,3230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000142920",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1567,3086,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000134686",4338,3673,2780,4255,NA,NA,NA,NA,2543,NA,NA,NA,2774,4103,NA,2476,NA,NA,NA,NA,2799,NA,NA,NA,NA,2924,3489,NA,NA,NA,NA,1849,3028,2649,NA,NA
"ENSG00000163866",2314,3431,3844,3380,NA,NA,2133,NA,3010,1776,NA,NA,1622,2971,1543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2988,NA,1937,NA,NA,NA,NA,3253,NA,NA,NA
"ENSG00000116544",4509,NA,NA,2405,NA,NA,NA,1260,NA,NA,NA,NA,NA,1306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2718,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000116560",665,2973,4330,5674,2353,2119,2929,2996,1987,3156,2153,2168,3395,3086,3297,2061,1778,2090,1694,NA,2033,2178,NA,NA,1591,1693,3600,3342,1962,NA,1782,1976,1905,2022,1553,2312
"ENSG00000146463",5385,NA,NA,4875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000142687",5098,NA,3333,3557,NA,NA,NA,NA,3257,2107,NA,NA,NA,4307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2044,2871,3493,NA,NA,NA,NA,2949,NA,NA,NA
"ENSG00000020129",347,153,150,72,104,48,71,65,31,67,51,88,97,37,143,65,23,24,29,40,26,80,27,35,18,19,44,90,26,64,56,74,29,35,31,30
"ENSG00000126067",4803,2040,3368,2888,1924,1665,1316,1195,1645,2305,1668,1634,2554,2213,1926,2118,1572,1231,830,1340,2646,1864,NA,NA,937,1996,1049,1377,1727,NA,1171,1646,1209,1168,1356,1685
"ENSG00000142686",434,836,1882,789,1244,747,612,698,1008,621,655,628,938,931,1138,1428,628,739,788,837,887,598,NA,719,1028,1712,657,984,1088,NA,940,1084,907,767,970,670
"ENSG00000092847",4907,NA,NA,4879,NA,NA,NA,NA,3695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000054116",4006,NA,4256,3697,NA,NA,2748,NA,3683,3203,NA,NA,3326,3281,2473,2076,NA,1627,NA,NA,NA,2358,NA,NA,NA,1993,2554,3134,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000116871",1763,2299,1154,3150,2357,2003,1674,1728,1329,1887,1342,1613,1872,2674,2425,2202,1076,1218,1423,1468,1238,1701,1107,1012,1049,852,1124,1936,1697,NA,1274,1408,1484,1258,1035,870
"ENSG00000054118",2242,3537,3852,5744,NA,NA,NA,NA,2839,NA,NA,NA,NA,4108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2736,3604,NA,NA,NA,NA,NA,NA,2334,NA,NA
"ENSG00000181817",3745,NA,3064,3250,NA,NA,2206,NA,2264,2825,NA,NA,1713,3444,1943,2692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000116898",4369,NA,4975,4472,NA,NA,NA,NA,NA,2299,NA,NA,1698,4284,2154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000163875",3085,2076,1796,2419,1660,1485,1974,1953,2180,2327,NA,NA,2226,2150,1898,2074,1518,1875,1246,NA,2153,1695,NA,NA,1651,1861,2308,1767,1076,NA,1636,NA,1861,1467,1355,2177
"ENSG00000185090",1073,NA,3066,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000197982",1608,1549,1393,2995,1598,1748,2839,3039,2385,1367,1023,1057,2304,2255,2641,995,1829,1795,2164,1086,1136,1670,966,1116,2257,3197,3472,3344,2046,1043,1561,1756,1912,2161,2201,2776
"ENSG00000183431",2758,NA,NA,5465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3544,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000183520",5778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000185668",NA,NA,NA,845,NA,NA,NA,NA,NA,NA,NA,539,316,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,857,924,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000116954",5503,3092,4249,6008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2901,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000174574",1449,3216,4606,4535,2564,NA,2178,1910,3001,2863,NA,NA,3861,3506,3085,NA,NA,2010,1859,NA,2539,2104,NA,NA,NA,3097,1785,2403,NA,NA,NA,NA,2957,2373,1730,2663
"ENSG00000168653",608,1060,1001,825,847,620,328,1032,854,634,671,810,276,621,236,483,1003,968,1162,575,875,510,602,668,1228,1198,1334,691,540,599,1148,1196,1085,710,1432,817
"ENSG00000127603",3030,2896,4321,5291,2443,2076,2815,2850,3403,3143,1886,2126,2727,3319,3218,2666,1928,2047,2067,NA,2612,2387,NA,NA,1602,3117,2858,3477,2115,NA,2190,NA,2852,2872,2647,2433
"ENSG00000090621",5708,NA,4959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000116983",408,382,194,176,277,254,152,647,437,386,276,422,638,301,811,620,595,477,590,823,288,376,308,331,439,375,858,484,304,682,895,968,351,412,356,256
"ENSG00000168389",2951,NA,NA,4524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3237,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000131236",2477,3592,4509,4621,2168,1508,2197,1951,1842,3140,1930,2114,2726,4435,862,2276,1588,1880,1985,NA,2796,1383,NA,NA,2225,3480,1789,1927,1642,NA,2137,NA,2046,2828,2621,2230
"ENSG00000131238",1985,2650,4374,4043,2539,1763,1707,2603,1830,2682,2110,2129,2692,3892,1356,2649,1651,1959,1929,NA,2782,1790,NA,1259,1748,1943,3514,1357,1840,NA,2047,1774,2611,2123,2299,2888
"ENSG00000084073",3245,NA,4977,4883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000049089",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1195,NA,1254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000084070",2482,1517,2760,1517,1107,958,747,1048,882,1126,1950,1208,1461,1249,1508,1476,706,1343,861,NA,1128,1063,NA,NA,690,784,988,1178,1225,NA,1241,NA,1259,740,1318,962
"ENSG00000117016",2089,NA,1416,2352,NA,NA,630,NA,NA,530,NA,NA,NA,NA,902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000066136",5170,NA,NA,5351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000171793",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2339,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000204060",NA,NA,NA,1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000198815",3268,1959,3392,2726,NA,NA,2933,1278,2414,NA,NA,NA,2521,2866,NA,NA,NA,NA,NA,NA,1962,NA,NA,NA,NA,1505,1336,1673,NA,NA,NA,NA,1573,2232,1606,2152
"ENSG00000177181",NA,NA,3036,2620,NA,NA,NA,NA,NA,1019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000127125",3642,3052,3261,3331,NA,NA,2719,3067,3951,3504,NA,NA,3121,3698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3201,NA,NA,NA,NA,NA,3195,NA,NA,NA
"ENSG00000065978",5392,3073,1167,2871,NA,NA,NA,NA,1221,1628,1635,1288,2578,3850,2467,1540,NA,1952,2169,NA,2301,1381,NA,992,NA,1857,3855,NA,1489,NA,1888,790,NA,NA,NA,2069
"ENSG00000117394",3171,3264,1148,4054,2552,NA,3059,2510,1625,3396,1337,NA,2651,3531,3043,2715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3443,2093,NA,NA,NA,1351,3304,2556,1958,2668
"ENSG00000186973",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,NA
"ENSG00000117395",4821,2562,4111,2644,NA,NA,2624,2185,3640,3426,NA,NA,2255,2405,2056,1915,NA,NA,NA,NA,NA,NA,NA,NA,2008,2977,2593,2777,NA,NA,NA,NA,2272,NA,2097,2760
"ENSG00000179178",NA,NA,692,1285,NA,NA,NA,NA,NA,NA,800,NA,919,NA,NA,NA,NA,NA,NA,NA,NA,690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000066322",1525,675,131,363,310,545,NA,NA,NA,494,385,146,321,501,NA,223,NA,NA,NA,360,341,357,NA,NA,NA,NA,NA,NA,NA,NA,309,NA,721,NA,NA,NA
"ENSG00000142949",2054,1630,2878,3870,1493,NA,1436,2884,3144,2390,NA,NA,3781,2663,2809,NA,NA,NA,NA,NA,2199,2238,NA,NA,1967,3320,2973,2218,1562,NA,2122,NA,2208,1920,2334,1897
"ENSG00000126091",2824,NA,NA,2534,NA,NA,2161,NA,2707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000117408",2096,2331,1433,2848,NA,NA,2977,2566,2671,1884,857,1029,1085,2741,NA,NA,NA,NA,NA,NA,1934,1963,NA,NA,NA,3022,3617,2905,NA,NA,NA,NA,3169,NA,2709,2796
"ENSG00000117410",491,497,1266,662,949,629,484,323,503,417,852,782,1187,668,410,641,261,237,168,245,395,721,385,412,391,327,258,502,641,305,219,456,274,187,355,415
"ENSG00000117411",2419,3384,3975,4626,NA,NA,2353,NA,3115,NA,NA,NA,NA,4315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000196517",NA,NA,981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000178028",3348,NA,5036,5514,NA,NA,NA,NA,3780,2645,NA,NA,NA,3702,NA,NA,NA,NA,NA,NA,2149,NA,NA,NA,NA,2357,2809,NA,NA,NA,NA,NA,2183,2762,NA,NA
"ENSG00000117419",1154,1033,2187,1070,966,1029,714,1008,1848,1277,1032,1260,1611,1304,1038,1382,903,998,956,834,1371,1232,904,746,1101,1590,931,1006,972,598,1002,1001,1175,780,901,852
"ENSG00000187147",4020,2888,2171,4163,2624,1861,2706,2881,3703,2613,1327,1581,2459,2747,3260,2678,1813,NA,NA,NA,2263,1894,NA,NA,2116,2411,3668,2578,2109,NA,NA,NA,3088,2402,2679,3034
"ENSG00000142937",1165,410,299,782,406,555,1613,184,553,493,658,177,1232,443,922,209,796,646,429,198,715,1040,309,229,569,758,743,554,589,170,279,130,511,1570,1095,956
"ENSG00000188396",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,389,NA,NA,NA,NA
"ENSG00000070785",NA,NA,NA,4873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000126107",4319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000126088",3025,3192,4315,4407,2262,1883,1905,2792,3405,2673,2176,NA,2868,2775,2355,2112,NA,1642,1531,NA,2798,1997,NA,NA,2033,2055,3284,3236,1802,NA,1666,NA,2936,2340,2510,1637
"ENSG00000117450",928,2481,965,1469,1300,934,2427,1980,694,1584,1560,745,1737,946,2445,625,1371,1558,1519,628,855,1216,942,1200,744,888,3497,2622,1183,416,726,962,1575,1350,1611,1352
"ENSG00000117448",5280,NA,4765,4497,NA,NA,NA,NA,3367,3394,NA,NA,3879,2753,NA,2436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1867,NA,NA,NA,NA
"ENSG00000132780",NA,NA,3671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000159592",NA,NA,NA,4760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000117461",5169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
